popularity,budget,revenue,original_title,director,runtime,genres,production_companies,vote_count,vote_average,release_year
1.28446,130000000,243843127,After Earth,M. Night Shyamalan,100,Science Fiction|Action|Adventure,Columbia Pictures|Blinding Edge Pictures|Overbrook Entertainment,1792,5.1,2013
1.2753809999999999,43000000,158674180,The Heat,Paul Feig,117,Action|Comedy|Crime,Ingenious Film Partners|Ingenious Media|Twentieth Century Fox Film Corporation|Chernin Entertainment|Big Screen Productions,1166,6.6,2013
1.261132,35000000,112544580,Saving Mr. Banks,John Lee Hancock,125,Comedy|Drama|History,Walt Disney Pictures|BBC Films|Ruby Films|Essential Media & Entertainment|Hopscotch Features,811,7.3,2013
1.251506,28000000,29000000,Kick-Ass 2,Jeff Wadlow,103,Action|Adventure|Crime,Universal Pictures|Marv Films,1479,6.3,2013
1.227417,5000000,44030246,Oculus,Mike Flanagan,104,Horror,Intrepid Pictures|Blumhouse Productions|Relativity Media|WWE Studios|MICA Entertainment,665,6.2,2013
1.21451,255000000,89289910,The Lone Ranger,Gore Verbinski,149,Action|Adventure|Western,Walt Disney Pictures|Jerry Bruckheimer Films|Infinitum Nihil|Silver Bullet Productions (II)|Blind Wink Productions,1607,6.0,2013
1.212556,60000000,105200903,Gangster Squad,Ruben Fleischer,113,Crime|Drama|Action|Thriller,Village Roadshow Pictures|Lin Pictures|Warner Bros.|Langley Park Production,1352,6.1,2013
1.200825,35000000,173965010,Identity Thief,Seth Gordon,111,Comedy|Crime,Stuber Productions|Aggregate Films|DumbDumb,1361,5.6,2013
1.188033,12000000,12077441,Stoker,Chan-wook Park,99,Drama|Horror|Thriller,Fox Searchlight Pictures|Scott Free Productions|Indian Paintbrush,594,6.3,2013
1.134425,9000000,6108720,All Is Lost,J.C. Chandor,106,Action|Adventure|Drama,Sudden Storm Productions|FilmNation Entertainment|Treehouse Pictures|Before the Door Pictures|Washington Square Films,463,6.5,2013
1.1206209999999999,20000000,47241945,Texas Chainsaw 3D,John Luessenhop,92,Horror|Thriller,Nu Image Films|Lions Gate,302,5.4,2013
1.116296,2500000,6854611,The Spectacular Now,James Ponsoldt,95,Comedy|Drama|Romance,21 Laps Entertainment|Andrew Lauren Productions (ALP)|A24,669,6.8,2013
1.114792,20000000,24261569,Trance,Danny Boyle,101,Thriller|Crime|Drama|Mystery,Cloud Eight Films|PathÃ©|Decibel Films|Film4,666,6.4,2013
1.1084370000000001,50000000,173649015,Anchorman 2: The Legend Continues,Adam McKay,119,Comedy,Paramount Pictures|Gary Sanchez Productions|Apatow Productions,639,6.0,2013
1.094958,200000000,491868548,Oz: The Great and Powerful,Sam Raimi,130,Fantasy|Adventure|Family,Walt Disney Pictures|Roth Films,2855,5.6,2013
1.0892680000000001,135000000,282570682,Turbo,David Soren,96,Animation|Family,DreamWorks Animation,805,6.1,2013
1.078745,20000000,8352885,Redemption,Steven Knight,100,Action|Thriller,Lionsgate,415,5.7,2013
1.0755700000000001,25000000,86175291,Pain & Gain,Michael Bay,130,Thriller|Crime|Action,Paramount Pictures|De Line Pictures,1143,6.1,2013
1.06549,44000000,63327201,The Host,Andrew Niccol,125,Action|Adventure|Romance|Science Fiction|Thriller,Nick Wechsler Productions|Open Road Films|Silver Reel|Chockstone Pictures,1399,6.0,2013
1.064357,30000000,4861022,Oldboy,Spike Lee,104,Drama|Thriller|Mystery|Action,Vertigo Entertainment|40 Acres & A Mule Filmworks|Good Universe|OB Productions,403,6.0,2013
1.0559969999999999,18000000,20275812,Labor Day,Jason Reitman,111,Drama,Mr. Mudd Production|Indian Paintbrush|Right of Way Films,189,6.6,2013
1.054366,15000000,146497771,Mama,Andy Muschietti,100,Horror,Universal Pictures|Toma 78|De Milo,931,6.0,2013
1.047604,32000000,57284237,The Physician,Philipp StÃ¶lzl,155,Adventure|Drama|History,ARD Degeto Film|UFA Cinema|CinePostproduction|Beta Cinema|Pixomondo,253,7.2,2013
1.047374,13000000,18000000,Admission,Paul Weitz,107,Comedy|Drama|Romance,Focus Features,230,5.4,2013
1.031715,25000000,115922175,The Butler,Lee Daniels,132,Drama,Laura Ziskin Productions|Lee Daniels Entertainment|Follow Through Productions|Salamander Pictures|Pam Williams Productions,724,7.2,2013
1.020237,6000000,32438988,Movie 43,Steven Brill|Elizabeth Banks|Steve Carr|Rusty Cundieff|James Duffy|Griffin Dunne|Peter Farrelly|Patrik Forsberg|James Gunn|Brett Ratner|Will Graham|Jonathan van Tulleken,90,Comedy,Greenestreet Films|Relativity Media|Virgin Produced|Wessler Entertainment|Witness Protection Films,564,4.4,2013
1.010837,13000000,48065672,21 & Over,Scott Moore|Jon Lucas,93,Comedy,Relativity Media|Virgin Produced|Mandeville Films|SkyLand Entertainment,594,5.7,2013
1.002527,40000000,74597643,Escape from Planet Earth,Callan Brunker,89,Animation|Comedy|Adventure|Family|Science Fiction,"Rainmaker Entertainment|Mainframe Entertainment|Weinstein Company, The",242,5.8,2013
0.9838049999999999,40000000,44907260,Grudge Match,Peter Segal,113,Comedy,Gerber Pictures|Warner Bros.,280,6.0,2013
0.976612,10900000,16505460,Belle,Amma Asante,105,Drama,Isle of Man Film|DJ Films|British Film Institute (BFI)|Pinewood Studios|Metrol Technology,138,7.1,2013
0.9680340000000001,12000000,15008161,Machete Kills,Robert Rodriguez,107,Action|Crime|Thriller,Open Road Films|Overnight Films|AR Films|Aldamisa Entertainment|Demarest Films,399,5.2,2013
0.96795,28000000,97594140,Safe Haven,Lasse HallstrÃ¶m,115,Romance,Temple Hill Productions|Relativity Media,591,6.8,2013
0.9417110000000001,9500000,7800000,Bad Words,Jason Bateman,88,Comedy,Darko Entertainment|Aggregate Film,227,6.2,2013
0.9394020000000001,15000000,19145732,The Bling Ring,Sofia Coppola,90,Drama|Crime,PathÃ© Distribution|A24,714,5.3,2013
0.9379540000000001,11000000,3639345,Empire State,Dito Montiel,94,Action|Drama,Grindstone Entertainment Group|Cheetah Vision|Voltage Pictures|Emmett/Furla Films|Envision Entertainment Corporation,157,5.0,2013
0.934716,23000000,15600000,Behind the Candelabra,Steven Soderbergh,118,Drama|Romance,HBO Films,209,6.6,2013
0.932599,78000000,248384621,Cloudy with a Chance of Meatballs 2,Cody Cameron|Kris Pearn,95,Animation|Family|Comedy,Columbia Pictures|Sony,637,6.4,2013
0.9263899999999999,18000000,97505481,Blue Jasmine,Woody Allen,98,Comedy|Drama,Perdido Productions,680,6.9,2013
0.9214379999999999,28000000,1021398,Third Person,Paul Haggis,137,Drama|Romance,Hwy61|Corsan|Volten|Lailaps Pictures|Purple Papaya Films,146,5.6,2013
0.892454999999999,2500000,60141683,A Haunted House,Michael Tiddes,86,Comedy|Horror,Endgame Entertainment|Wayans Bros. Entertainment|IM Global|Open Road Films,345,5.5,2013
0.890458,4800000,10337387,Only God Forgives,Nicolas Winding Refn,90,Drama|Thriller|Crime,Gaumont|Wild Bunch|Bold Films|Film i VÃ¤st|A Grand Elephant,562,5.3,2013
0.886993,30000000,63372757,Side Effects,Steven Soderbergh,106,Thriller|Crime|Drama,Di Bonaventura Pictures|Endgame Entertainment|Universal|Open Road Films,987,6.3,2013
0.8736879999999989,13500000,19255873,La migliore offerta,Giuseppe Tornatore,124,Drama|Romance|Crime|Mystery,Paco Cinematografica|Warner Bros.|Regione Lazio|Business Location Sudtirol Alto Adige|Friuli Venezia Giulia Film Commission,389,7.7,2013
0.869067,30000000,27437881,The Incredible Burt Wonderstone,Don Scardino,100,Comedy,New Line Cinema|Benderspink|Carousel Productions,587,5.2,2013
0.8646969999999989,10000000,21587700,Mud,Jeff Nichols,130,Drama,FilmNation Entertainment|Everest Entertainment,739,6.9,2013
0.860381,16000000,318982,Adore,Anne Fontaine,100,Drama,Gaumont|CinÃ©@|Canal+|Screen Australia|Screen NSW,185,6.2,2013
0.859276,18000000,22309223,The Railway Man,Jonathan Teplitzky,116,Drama|History,Archer Street Productions|Lionsgate|Pictures in Paradise|Silver Reel|Latitude Media,181,6.6,2013
0.8444659999999989,56000000,19701164,Broken City,Allen Hughes,109,Thriller|Crime|Drama,Regency Enterprises|Inferno International|1984 Private Defense Contractors|Closest to the Hole Productions|New Regency Pictures,438,5.7,2013
0.816581,80000000,126546518,Walking With Dinosaurs,Neil Nightingale|Barry Cook,87,Animation|Family|Adventure,20th Century Fox,92,5.0,2013
0.7996449999999989,2900000,74918,No One Lives,RyÃ»hei Kitamura,86,Horror|Thriller,Pathe|WWE Studios|Milk & Media|Constance Media,83,5.3,2013
0.794369,8500000,9747,Welcome to the Punch,Eran Creevy,99,Action|Adventure|Crime,Scott Free Productions|IM Global|Automatik Entertainment|Worldview Entertainment|Between The Eyes,198,5.5,2013
0.787443,60000000,60052138,Beautiful Creatures,Richard LaGravenese,124,Fantasy|Drama|Romance,Alcon Entertainment|Warner Bros.|Belle Pictures|3 Arts Entertainment,650,5.5,2013
0.784571,27220000,5496951,The Frozen Ground,Scott Walker,105,Thriller|Crime,Grindstone Entertainment Group|Cheetah Vision|K5 International|Paradox Entertainment|Emmett/Furla Films,304,6.2,2013
0.782462,105000000,347434178,The Smurfs 2,Raja Gosnell,105,Fantasy|Family|Comedy|Animation,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company|Hemisphere Media Capital|NeoReel,498,5.5,2013
0.7794479999999989,16000000,5867686,The Immigrant,James Gray,120,Drama|Romance,Kingsgate Films|Worldview Entertainment,163,6.0,2013
0.774149,40000000,95020213,42,Brian Helgeland,128,Drama,Warner Bros.,648,6.8,2013
0.765495,10000000,1585582,Lovelace,Rob Epstein|Jeffrey Friedman,92,Drama,Helios-Filmproduktion|Animus Films|Millennium Films,147,6.0,2013
0.7523270000000001,4600000,23198652,The Way Way Back,Jim Rash|Nat Faxon,103,Comedy|Drama,Fox Searchlight,490,7.1,2013
0.751379,28000000,8555008,The Fifth Estate,Bill Condon,128,Drama|Thriller,DreamWorks SKG|Participant Media|Reliance Entertainment|Touchstone Pictures|Anonymous Content,231,5.6,2013
0.74452,25000000,6399,The Adventurer: The Curse of the Midas Box,Jonathan Newman,99,Fantasy|Adventure|Family,"Matador Pictures|Arcadia Motion Pictures|uFilm|Afrodita Audiovisual, A.I.E.|Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique",49,5.2,2013
0.744185,25500000,2415472,Blood Ties,Guillaume Canet,128,Thriller|Crime|Drama,Wild Bunch|LGM Productions|Les Productions du TrÃ©sor|Mars Distribution|Canal+,125,5.8,2013
0.734349,120000000,415440673,The Wolverine,James Mangold,126,Action|Science Fiction|Adventure|Fantasy,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|Big Screen Productions,2986,6.4,2013
0.733975,35000000,42930462,Snitch,Ric Roman Waugh,112,Thriller|Drama,Front Street Productions|Participant Media|Imagenation Abu Dhabi FZ|Exclusive Media Group|Spitfire Pictures,917,5.7,2013
0.732485,55000000,110000000,Free Birds,Jimmy Hayward,91,Animation|Comedy|Family,Reel FX Creative Studios|Relativity Media,185,5.8,2013
0.724877,12000000,17654912,Nebraska,Alexander Payne,115,Drama|Adventure,Paramount Vantage|Bona Fide Productions,400,7.3,2013
0.7232770000000001,20000000,78378744,Scary Movie 5,Malcolm D. Lee,86,Comedy,Dimension Films,532,4.6,2013
0.707968,25000000,2054941,Man of Tai Chi,Keanu Reeves,105,Action|Drama,Universal Pictures|Village Roadshow Pictures|China Film Group Corporation (CFGC)|Company Films|Dalian Wanda Group,193,5.6,2013
0.7071970000000001,8500000,22456509,Baggage Claim,David E. Talbert,96,Comedy,Sneak Preview Productions,65,5.8,2013
0.687654,25000000,74188937,August: Osage County,John Wells,121,Comedy|Drama,Jean Doumanian Productions|Smokehouse Pictures,307,6.8,2013
0.639506,3000000,11176469,Before Midnight,Richard Linklater,108,Romance|Drama,Castle Rock Entertainment|Detour Filmproduction|Faliro House Productions|Venture Forth,346,7.1,2013
0.625753,5000000,86362372,Paranormal Activity: The Marked Ones,Christopher B. Landon,84,Horror|Thriller,Blumhouse Productions|Room 101|Solana Films,283,5.3,2013
0.598453,12000000,35931410,Jobs,Joshua Michael Stern,128,Drama|History,Open Road Films|Dillywood|Five Star Institute|Silver Reel,908,6.0,2013
0.596009,3500000,25174316,Dark Skies,Scott Stewart,97,Science Fiction|Thriller|Horror,Alliance Films|Blumhouse Productions|Automatik Entertainment|Cinema Vehicle Services,404,6.0,2013
0.592819,1000000,2963902,In a World...,Lake Bell,93,Comedy,3311 Productions|In A World|Team G|More Films,143,6.4,2013
0.58119,35000000,13785015,Paranoia,Robert Luketic,106,Drama|Thriller,Gaumont|Kintop Pictures|Reliance Entertainment|Relativity Media|IM Global,238,5.6,2013
0.5441600000000001,22000000,15400000,Out of the Furnace,Scott Cooper,116,Thriller|Drama|Crime,Appian Way|Scott Free Productions|Relativity Media|Energy Entertainment|Red Granite Pictures,469,6.4,2013
0.53635,1500000,3566225,The To Do List,Maggie Carey,104,Comedy|Romance,3 Arts Entertainment|The Mark Gordon Company,225,5.6,2013
0.522347,160000000,788679850,Fast & Furious 6,Justin Lin,130,Action|Thriller|Crime,Universal Pictures|Original Film|One Race Productions|Dentsu|Relativity Media,4368,6.6,2013
0.506169,20000000,16549477,Battle of the Year,Benson Lee,110,Music|Drama,Screen Gems,62,5.9,2013
0.47667299999999996,100000,444098,Upstream Color,Shane Carruth,96,Drama|Science Fiction,erbp,163,6.5,2013
0.45785699999999996,20000000,27187375,Khumba,Anthony Silverston,85,Animation|Adventure|Family,Triggerfish Animation,51,5.8,2013
0.457768,10000000,30283,Jimmy P.,Arnaud Desplechin,117,Drama,Why Not Productions|Worldview Entertainment|Orange Studios,18,4.6,2013
0.44225600000000004,17500000,7018189,Black Nativity,Kasi Lemmons,93,Drama|Music,Fox Searchlight Pictures|Fox Searchlight,10,6.2,2013
0.412492,4000000,9221,The Sacrament,Ti West,99,Mystery|Horror|Thriller,Worldview Entertainment|Arcade Pictures,69,5.4,2013
0.387592,7000000,6147,Sweetwater,Logan Miller,95,Western|Thriller,Kickstart Productions|Mythic International Entertainment|Raindance Entertainment,41,5.7,2013
0.381676,10000000,1034589,Phantom,Todd Robinson,99,Thriller,Trilogy Entertainment Group|RCR Media Group|Solar Filmworks,77,5.4,2013
0.364964,8000000,9630444,Wolf Creek 2,Greg McLean,106,Horror|Thriller,South Australian Film Corporation|Screen Australia|Emu Creek Pictures|Duo Art Productions|True Crime Australia,81,5.6,2013
0.35986399999999996,18000000,7972967,Metallica: Through the Never,NimrÃ³d Antal,93,Music,Exclusive Media Group|Picturehouse Entertainment,53,6.6,2013
0.354271,70000000,18662027,Legends of Oz: Dorothy's Return,Dan St. Pierre,88,Animation|Music|Family,Prana Animation Studios|Summertime Entertainment,36,6.1,2013
0.341686,4900000,2159041,Austenland,Jerusha Hess,97,Comedy|Romance,Fickle Fish Films|Moxie Pictures,111,6.6,2013
0.33771,6500000,2401510,The East,Zal Batmanglij,116,Drama|Thriller,Scott Free Productions,179,6.3,2013
0.332741,17000000,71625195,The Best Man Holiday,Malcolm D. Lee,123,Comedy,Universal,78,7.0,2013
0.312975,33000000,9494789,The Young and Prodigious T.S. Spivet,Jean-Pierre Jeunet,105,Adventure|Drama|Family,EpithÃ¨te Films|Cross Creek Pictures|Tapioca Films,157,6.7,2013
0.5102949999999989,250000,56825,The Canyons,Paul Schrader,99,Thriller|Drama,Filmworks/FX|Prettybird|Post Empire Films|Sodium Fox,41,4.4,2013
0.296763,15,122,Make Your Move,Duane Adler,110,Music,CJ Entertainment,20,5.9,2013
0.295687,4000000,350006,The Face of Love,Arie Posin,92,Drama|Romance,Mockingbird Pictures,30,5.8,2013
0.273681,10000000,653651,Parkland,Peter Landesman,94,History|Drama|Thriller|Mystery,Playtone|American Film Company|Exclusive Media Group,86,5.8,2013
0.238632,5000000,15179302,The Last Exorcism Part II,Ed Gass-Donnelly,88,Horror|Thriller,StudioCanal|CBS Films,145,4.5,2013
0.230595,6000000,1066471,What Maisie Knew,Scott McGehee|David Siegel,93,Drama,Image Entertainment|120dB Films|10th Hole Productions|Dreambridge Films|Red Crown Productions,98,7.5,2013
0.229656,35000000,27330000,Mandela: Long Walk to Freedom,Justin Chadwick,141,Drama|History,Distant Horizons|Film Afrika Worldwide|Videovision Entertainment|Pathe|Origin Pictures,165,6.5,2013
0.22785100000000003,12000000,100129872,Philomena,Stephen Frears,98,Drama,BBC Films|The Weinstein Company|Baby Cow Productions|PathÃ©|Yucaipa Films,360,7.4,2013
0.22277600000000003,10,11,Hross Ã­ oss,Benedikt Erlingsson,85,Drama|Romance|Comedy,Filmhuset Gruppen|Leiknar Myndir,11,6.5,2013
0.457265,15000000,21766271,Diana,Oliver Hirschbiegel,113,Drama|Romance,Ecosse Films|Le Pacte|Scope Pictures|Film i VÃ¤st|Filmgate Films,122,5.0,2013
0.38455500000000004,7500000,1359910,Gimme Shelter,Ron Krauss,101,Drama,Day Twenty- Eight Films|Rishon Films,55,6.4,2013
0.367908,18000000,10501938,Getaway,Courtney Solomon,90,Action|Crime,Dark Castle Entertainment|Signature Pictures|After Dark Films|Silver Reel|Saints LA,174,5.0,2013
0.171647,1052753,466088,On the Job,Erik Matti,120,Action|Crime,ABS-CBN Film Productions|Star Cinema Productions|XYZ Films|Reality Entertainment,23,5.9,2013
0.41151499999999996,3000000,1675381,Nothing Left to Fear,Anthony Leonardi III,100,Horror,Anchor Bay Films|Upload Films|Movie Package Company (MPC)|Slasher Films|Prime Focus Ltd.,39,4.6,2013
0.0758669999999999,1200000,2861020,Home Run,David Boyd,114,Drama,Samuel Goldwyn|Provident Films,19,6.5,2013
0.040858,58000000,44000000,The Internship,Shawn Levy,119,Comedy,Twentieth Century Fox Film Corporation|Regency Enterprises|21 Laps Entertainment|Wild West Picture Show Productions|TSG Entertainment,1174,6.1,2013
0.010334999999999999,30000000,68129518,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,Fyodor Bondarchuk,131,War|Action,Art Pictures Studio,64,5.5,2013
6.095293,19000000,381109762,Back to the Future,Robert Zemeckis,116,Adventure|Comedy|Science Fiction|Family,Universal Pictures|Amblin Entertainment|U-Drive Productions,3785,7.8,1985
2.834739,1000000,51525171,The Breakfast Club,John Hughes,97,Comedy|Drama,Universal Pictures|Channel Productions|A&M Films,1139,7.6,1985
1.7536880000000001,20000000,18432000,Ladyhawke,Richard Donner,121,Adventure|Fantasy,Twentieth Century Fox Film Corporation|Warner Bros.,124,6.6,1985
1.7460630000000001,12305523,36230219,Mad Max Beyond Thunderdome,George Miller|George Ogilvie,107,Action|Adventure|Drama|Science Fiction,Kennedy Miller Productions,428,5.8,1985
1.6239780000000001,30000000,152427960,A View to a Kill,John Glen,131,Adventure|Action|Thriller,Eon Productions,272,5.8,1985
1.613752,25000000,15502112,Legend,Ridley Scott,114,Action|Adventure|Fantasy|Romance,Universal Studios|Twentieth Century Fox Film Corporation|Embassy International Pictures|Legend Production Company,120,6.3,1985
1.596994,19000000,61389680,The Goonies,Richard Donner,114,Adventure|Comedy|Family,Amblin Entertainment|Warner Bros.,870,7.2,1985
1.299275,3000000,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,Jack Sholder,87,Horror,New Line Cinema|Smart Egg Pictures,168,5.7,1985
1.1774280000000001,44000000,300400432,Rambo: First Blood Part II,George P. Cosmatos,96,Action|Adventure|Drama|Thriller|War,TriStar Pictures|Carolco Pictures,476,6.2,1985
1.168819,31000000,128499205,Out of Africa,Sydney Pollack,161,Drama,Universal Pictures|Mirage Entertainment,128,6.7,1985
1.1499540000000001,31000000,300473716,Rocky IV,Sylvester Stallone,91,Drama,United Artists,517,6.6,1985
1.034373,25000000,21288692,The Black Cauldron,Ted Berman|Richard Rich,80,Animation,Walt Disney Pictures|Silver Screen Partners II,114,6.2,1985
1.012186,15000000,146292009,The Color Purple,Steven Spielberg,154,Drama,Amblin Entertainment|The Guber-Peters Company|Warner Bros.,168,7.5,1985
0.8984110000000001,10000000,57500000,Commando,Mark L. Lester,90,Action|Adventure|Thriller,Twentieth Century Fox Film Corporation|SLM Production Group|Silver Pictures,391,6.3,1985
0.887605,12500000,238227,King Solomon's Mines,J. Lee Thompson,100,Action|Adventure|Comedy,Cannon Group|Golan-Globus Productions|Cannon Productions,50,4.9,1985
0.8766360000000001,4000000,14237000,The Return of the Living Dead,Dan O'Bannon,91,Comedy|Horror,Hemdale Film Corporation|Fox Films Ltd.|Cinema 84,104,7.1,1985
0.873551,12000000,68706993,Witness,Peter Weir,113,Crime|Drama|Romance|Thriller,Paramount Pictures,176,6.7,1985
0.717479,9000000,24922237,Fright Night,Tom Holland,106,Horror|Thriller|Comedy,Columbia Pictures|Delphi IV Productions|Vistar Films,98,6.8,1985
0.7047800000000001,17900000,6948633,Red Sonja,Richard Fleischer,89,Adventure|Fantasy|Action,Famous Films (II)|Dino De Laurentiis Company,100,5.2,1985
0.689416,3500000,34000000,Day of the Dead,George A. Romero,102,Horror|Science Fiction,Dead Films|Laurel Entertainment|Toei,91,6.7,1985
0.688022,15000000,14643997,Clue: The Movie,Jonathan Lynn,94,Comedy|Thriller|Crime|Mystery,Paramount Pictures|Debra Hill Productions|PolyGram Filmed Entertainment|The Guber-Peters Company,202,7.1,1985
0.662175,2200000,21930418,Friday the 13th: A New Beginning,Danny Steinmann,92,Horror|Thriller,Paramount Pictures|Georgetown Productions Inc.,82,5.2,1985
0.657238,50000000,23717291,Santa Claus: The Movie,Jeannot Szwarc,108,Adventure|Comedy|Fantasy|Science Fiction|Family,TriStar Pictures|Calash Corporation,26,5.9,1985
0.617698,15000000,10631333,The Purple Rose of Cairo,Woody Allen,82,Fantasy|Comedy|Romance,Orion Pictures,99,7.0,1985
0.587272999999999,25000000,96773200,The Jewel of the Nile,Lewis Teague,106,Action|Adventure|Comedy|Romance,Twentieth Century Fox Film Corporation|SLM Production Group|Stone Group Pictures,135,6.1,1985
0.536718,900000,2023414,Re-Animator,Stuart Gordon,86,Science Fiction|Comedy|Horror,Empire Pictures,98,6.9,1985
0.5129,9000000,20518905,Porky's Revenge,James Komack,92,Comedy,SLM Production Group|Melvin Simon Productions|Astral Bellevue PathÃ©,21,4.4,1985
0.458359,4500000,10609321,After Hours,Martin Scorsese,97,Comedy|Thriller|Drama,"Double Play|Geffen Company, The",98,7.0,1985
0.427104,6000000,40940662,Pee-wee's Big Adventure,Tim Burton,90,Adventure|Comedy|Family,Aspen Film Society|Warner Bros.,102,6.5,1985
0.38403699999999996,20000000,45833132,Brewster's Millions,Walter Hill,97,Comedy,Universal Pictures|Lawrence Gordon Productions|Davis Entertainment|Silver Pictures,55,6.5,1985
0.28084699999999996,5000000,27400000,Desperately Seeking Susan,Susan Seidelman,104,Drama|Action|Comedy|Romance,Orion Pictures,38,6.2,1985
0.252673999999999,9000000,7936012,Runaway Train,Andrei Konchalovsky,111,Action|Thriller,Cannon Group|Golan-Globus Productions|Northbrook Films,48,6.6,1985
0.229931,25000000,11137801,Return to Oz,Walter Murch,113,Adventure|Fantasy|Science Fiction|Family,Walt Disney Pictures|Silver Screen Partners II|BMI (No. 9) Ltd.|Oz Productions Ltd.,50,6.0,1985
0.214009,5000000,502758,Mishima: A Life in Four Chapters,Paul Schrader,121,Drama,American Zoetrope|Lucasfilm Ltd.|Tristone Entertainment Inc.|M Company,11,6.3,1985
0.208914,3200000,10000000,Once Bitten,Howard Storm,94,Horror|Comedy|Romance,Night Light Films,32,5.5,1985
0.592905,10000000,25754284,The Last Dragon,Michael Schultz,108,Action|Adventure|Comedy|Drama,TriStar Pictures|Motown Productions|Delphi III Productions,31,6.8,1985
0.150168,25000000,9873044,Explorers,Joe Dante,109,Adventure|Family|Fantasy|Romance|Science Fiction,Paramount Pictures,77,6.1,1985
0.135989,19000000,12918858,Perfect,James Bridges,115,Drama|Romance,Columbia Pictures Corporation|Delphi III Productions|Pluperfect,13,4.3,1985
0.132713,114,6700000,Into the Night,John Landis,115,Comedy|Drama|Thriller,Universal Pictures,24,6.1,1985
0.112015,860000,2451545,My Beautiful Laundrette,Stephen Frears,97,Drama,Channel Four Films|Working Title Films|SAF Productions,23,6.2,1985
0.215817,2410000,10755447,Missing in Action 2: The Beginning,Lance Hool,100,Action|Adventure|War,Golan-Globus Productions|The Cannon Group,30,5.0,1985
5.939927,150000000,895921036,Harry Potter and the Goblet of Fire,Mike Newell,157,Adventure|Fantasy|Family,Patalex IV Productions Limited|Warner Bros.|Heyday Films,3406,7.3,2005
5.400826,150000000,374218673,Batman Begins,Christopher Nolan,140,Action|Crime|Drama,DC Comics|Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy,4914,7.3,2005
3.6287260000000003,180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,143,Adventure|Family|Fantasy,Walt Disney|Walden Media,1402,6.5,2005
3.6171059999999997,54000000,132511035,V for Vendetta,James McTeigue,132,Action|Thriller|Fantasy,Studio Babelsberg|DC Comics|Virtual Studios|Anarchos Productions|Silver Pictures,2670,7.6,2005
3.520836,40000000,158733820,Sin City,Robert Rodriguez|Frank Miller|Quentin Tarantino,124,Action|Thriller|Crime,Dimension Films|Troublemaker Studios|Miramax,1691,7.1,2005
3.508379,150000000,474968763,Charlie and the Chocolate Factory,Tim Burton,115,Adventure|Comedy|Family|Fantasy,Village Roadshow Pictures|The Zanuck Company|Warner Bros.|Tim Burton Productions|Plan B Entertainment,1826,6.5,2005
3.4575370000000003,113000000,850000000,Star Wars: Episode III - Revenge of the Sith,George Lucas,140,Science Fiction|Adventure|Action,Lucasfilm,2629,7.0,2005
3.087036,50000000,104478416,The Hitchhiker's Guide to the Galaxy,Garth Jennings,109,Adventure|Comedy|Family|Science Fiction,Spyglass Entertainment|Everyman Pictures|Hammer & Tongs|Touchstone Pictures,780,6.6,2005
2.6233459999999997,126000000,162949164,The Island,Michael Bay,136,Action|Thriller|Science Fiction|Adventure,DreamWorks SKG|Warner Bros.|Parkes/MacDonald Productions,1027,6.4,2005
2.444998,75000000,532680671,Madagascar,Eric Darnell|Tom McGrath,86,Family|Animation,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,2107,6.4,2005
2.368513,100000000,330579719,Fantastic Four,Tim Story,106,Action|Adventure|Fantasy|Science Fiction,Twentieth Century Fox Film Corporation|1492 Pictures|Constantin Film Produktion|Marvel Enterprises|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,1715,5.6,2005
2.26533,100000000,230427240,Constantine,Francis Lawrence,121,Drama|Fantasy|Horror,Village Roadshow Pictures|DC Comics|Lonely Film Productions GmbH & Co. KG.|Donners' Company|Branded Entertainment/Batfilm Productions,1049,6.5,2005
2.248624,40000000,285176741,Wedding Crashers,David Dobkin,119,Comedy|Romance,New Line Cinema|Tapestry Films|Avery Pix,795,6.3,2005
2.220063,62000000,52304001,Ã†on Flux,Karyn Kusama,93,Action|Science Fiction,Paramount Pictures|Lakeshore Entertainment|MTV Films|Colossal Pictures|Valhalla Motion Pictures,408,5.3,2005
2.07205,56000000,113006880,The Pacifier,Adam Shankman,95,Action|Comedy|Drama|Family|Thriller,Walt Disney Pictures|Spyglass Entertainment,493,5.8,2005
1.8447310000000001,132000000,591739379,War of the Worlds,Steven Spielberg,116,Adventure|Thriller|Science Fiction,Paramount Pictures|DreamWorks SKG|Cruise/Wagner Productions|Amblin Entertainment,1238,5.9,2005
1.8131279999999999,85000000,162242962,Memoirs of a Geisha,Rob Marshall,145,Drama|History|Romance,DreamWorks SKG|Spyglass Entertainment|Columbia Pictures Corporation|Red Wagon Productions,409,7.1,2005
1.78595,26000000,109449237,The 40 Year Old Virgin,Judd Apatow,116,Comedy|Romance,Universal Pictures|Apatow Productions,1236,6.2,2005
